,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
48121,76,17,4.21,33.31,36.36,24.0,25.87151370777668
40591,26,26,0.88,12.84,15.89,5.0,12.541182762935923
31652,75,141,1.49,9.5,15.66,12.7,11.284559684641053
21616,42,48,5.48,20.5,26.05,20.016666666666666,18.457031315202656
74201,67,123,3.17,25.1,28.15,17.0,20.53462497680077
69240,129,129,0.19,7.0,8.07,1.0,7.534375228714057
33833,41,42,1.22,7.0,10.14,7.216666666666667,8.640881723659898
36926,41,120,2.76,13.5,14.3,17.333333333333332,12.155089241347998
56231,244,247,1.81,19.66,22.71,16.0,16.169962645612536
71067,151,119,6.85,32.95,36.0,24.0,25.34134127476154
48285,155,165,3.82,21.03,24.08,22.0,17.44760579077897
62407,60,244,5.28,24.52,27.57,18.0,20.255790082944415
68361,61,17,1.62,20.06,23.11,8.0,17.15774953976878
8574,75,236,0.89,6.5,10.05,7.183333333333334,8.413639139998006
40618,123,108,1.02,13.34,16.39,4.0,12.465648433929076
28602,166,116,1.94,8.0,11.76,7.566666666666666,8.98338673103067
58071,74,213,4.62,19.16,28.33,24.0,18.81990574027018
40781,181,222,6.84,28.03,31.08,36.0,22.00034024619056
54061,19,17,0.0,52.68,55.73,34.0,38.98139236276836
72386,41,74,1.16,15.45,18.5,11.0,14.229829618101743
31701,74,238,2.42,12.0,15.55,15.066666666666666,12.065870501967623
36191,75,217,8.61,33.5,41.05,37.916666666666664,27.741651300068796
47216,131,205,1.5,15.45,18.5,10.0,13.885207401240947
36276,130,130,1.29,8.0,9.8,9.183333333333334,8.455909707180787
27450,181,49,1.9,9.5,12.88,11.4,9.730249639252593
53105,208,3,4.97,19.32,22.37,16.0,15.967170312996645
32725,130,256,14.2,40.0,43.8,26.116666666666667,30.466293757354336
72751,41,132,17.67,40.74,52.16,26.0,34.04287359846089
49460,85,188,1.52,15.45,18.5,9.0,14.091387950049484
72391,177,39,3.82,23.31,26.36,19.0,18.77990714138214
22055,75,237,2.0,7.5,13.25,5.566666666666666,9.868821335669429
50834,219,75,20.82,48.5,57.67,28.0,37.5062295235295
55733,39,61,3.35,23.31,26.36,17.0,19.442349647465676
11932,74,42,0.96,6.0,8.5,5.666666666666667,7.592379263823472
51878,33,188,4.01,22.45,25.5,26.0,18.976792457199124
39729,7,170,4.5,15.5,22.86,15.533333333333333,16.031493811299548
5348,75,244,5.19,17.5,23.16,15.783333333333333,16.47032544035308
25523,75,74,1.35,6.0,9.36,4.716666666666667,7.916366594598198
46775,47,249,14.28,43.63,46.68,36.0,32.98926010717956
30030,152,151,1.77,9.5,12.8,11.4,9.899230678359993
45608,165,189,3.86,27.21,30.26,16.0,21.51214271178445
8421,82,90,7.15,24.5,34.26,29.216666666666665,22.460846142157983
60303,61,61,0.61,16.73,19.78,7.0,14.976525887399292
18359,74,75,1.5,7.5,9.95,8.016666666666667,8.588684315361059
11490,41,41,0.55,4.0,4.8,2.45,5.809384222088756
50365,212,24,7.06,29.45,32.5,33.0,22.67684999177093
4731,65,181,1.5,9.0,12.36,10.666666666666666,10.016662485723476
7155,74,74,1.3,8.0,8.8,9.5,8.325856332284735
13839,260,162,3.76,14.0,17.55,13.633333333333333,12.471077247519235
15607,7,145,1.94,8.0,10.56,8.05,9.317039493112754
20518,75,263,1.35,7.0,12.66,7.583333333333333,9.520590138853555
2398,74,7,4.44,15.5,28.02,14.183333333333334,17.474975578485775
3828,247,42,1.3,7.0,8.8,7.333333333333333,7.189603379511994
71118,174,20,1.14,13.88,16.93,5.0,12.530806263564898
45571,89,216,8.35,48.11,51.16,33.0,35.74195269919826
21128,75,23,27.57,73.0,83.17,37.36666666666667,54.75493923485443
45454,157,258,5.04,31.8,34.85,24.0,24.634295282793154
39234,42,41,1.72,7.5,8.3,8.083333333333334,8.12506721475651
4485,41,75,0.0,8.0,8.8,11.116666666666667,8.481708575463248
53978,188,85,1.15,13.95,17.0,4.0,12.550440147772557
9069,74,75,1.31,7.5,8.3,8.95,7.994973117703517
5542,243,169,1.7,8.0,9.3,7.116666666666666,7.767848057440115
7756,18,168,20.67,63.5,64.3,57.46666666666667,45.44054341506353
40490,63,90,13.71,32.82,41.99,30.0,27.853811744982167
35229,152,194,5.87,26.0,32.92,37.5,22.16663133848091
59761,177,61,2.0,16.73,19.78,7.0,14.430807201784429
20735,228,62,6.61,29.5,33.05,42.766666666666666,22.8374934478654
13378,74,41,1.01,6.0,7.8,6.316666666666666,7.339899950157596
46631,77,76,1.4,15.45,18.5,8.0,14.061672061281577
61479,32,180,27.29,53.22,62.39,41.0,41.578289855301286
31436,116,161,6.3,20.0,23.55,16.166666666666668,17.125718461926922
7616,41,41,0.74,6.0,6.8,6.316666666666666,7.1353216530267
1508,60,49,15.05,46.5,56.17,45.68333333333333,37.09259405088545
35064,41,226,7.4,24.0,37.7,19.866666666666667,23.82173852068871
24448,159,159,0.43,3.5,4.3,1.4,4.993737588429783
6764,75,74,0.82,5.5,7.3,5.5,7.023556401675338
53413,197,38,8.05,24.86,27.91,22.0,19.712803714339223
24062,244,239,4.98,17.5,26.46,15.316666666666666,16.859695020176176
14725,75,151,1.3,8.0,11.75,9.766666666666667,9.428941139861571
60959,150,229,20.16,45.81,57.73,43.0,37.12957913595058
68863,174,131,16.35,52.13,61.3,25.0,40.15819879486874
3255,42,42,0.89,5.0,5.8,3.283333333333333,6.468248962924309
74976,188,139,12.0,58.11,61.16,43.0,41.859587280681914
71924,74,47,5.28,24.81,27.86,19.0,20.26372221389279
19616,65,61,3.47,16.5,18.3,21.85,14.355433020536685
28356,49,35,5.11,25.0,26.8,37.233333333333334,20.050299645598386
55775,47,169,1.32,12.62,15.67,9.0,12.382528725980544
43416,16,92,4.35,22.45,25.5,33.0,18.99903639857792
7048,244,48,6.74,22.0,27.05,19.333333333333332,18.32127326232615
1119,74,263,2.3,10.0,13.55,11.133333333333333,10.754966685810475
53498,181,72,4.95,21.64,24.69,30.0,17.6737716435547
6935,82,28,4.5,18.0,18.5,12.866666666666667,14.78228983951941
27014,75,233,3.23,14.5,24.77,18.633333333333333,16.133605617024337
67118,254,81,1.52,21.16,24.21,6.0,17.017548124723053
13718,43,75,1.12,5.5,6.8,4.333333333333333,6.994785629234406
24249,42,262,3.61,12.5,18.55,10.816666666666666,13.461888324433277
18013,74,75,0.7,5.0,6.8,4.166666666666667,6.697378093131574
22093,65,228,2.43,11.5,14.76,13.066666666666666,11.666362865382709
10534,74,247,1.75,11.5,12.3,14.866666666666667,10.750280801853457
14472,74,75,1.0,7.5,8.8,8.733333333333333,8.174886955474932
28218,196,157,2.41,9.5,11.3,8.183333333333334,9.156103561210593
33676,41,42,1.12,5.5,6.8,3.8,6.984349772052077
32653,24,151,0.63,5.0,7.25,4.2,7.1402241150565
52995,188,97,3.05,21.64,24.69,16.0,17.655881521947833
53765,95,76,5.86,29.17,32.22,19.0,23.07291152163433
15546,41,43,2.21,9.5,16.97,10.566666666666666,11.856946044886893
18115,75,61,0.0,46.2,47.0,41.06666666666667,33.63875737367925
69513,216,203,5.92,29.56,32.61,8.0,22.838605605461318
11054,244,69,3.4,16.5,17.3,24.683333333333334,13.15832623849325
1118,166,166,1.1,5.5,6.3,4.5,6.290951744939019
59527,71,117,12.32,38.57,43.91,44.0,30.26635890068271
31000,75,238,1.2,6.5,7.8,5.216666666666667,7.605233575447562
46911,66,97,1.14,16.66,19.71,7.0,14.92824274104132
43283,33,189,1.94,18.95,22.0,12.0,16.657009706469594
41400,177,197,4.9,32.67,35.72,24.0,25.08030769012732
45579,20,42,5.7,26.14,29.19,22.0,21.396501823763344
76384,174,174,0.83,7.0,7.3,5.0,7.072669061865662
75396,41,142,3.44,17.19,24.63,16.0,17.00391300114841
21790,74,229,3.18,11.0,14.55,10.65,11.397486443757163
29684,52,181,1.66,10.0,13.5,13.6,10.791164071651298
37362,247,7,8.07,25.5,47.42,20.0,26.6731456288461
46117,208,242,0.89,13.62,16.67,6.0,12.331985487384241
34207,97,225,4.3,19.0,23.76,26.15,17.026016318986976
65771,222,39,1.78,23.79,26.84,8.0,18.886440576725192
28594,75,263,1.92,10.5,15.05,13.633333333333333,11.441573582888127
72710,228,228,0.0,47.27,52.83,2.0,35.441552032882974
65172,146,129,2.87,21.45,24.5,17.0,17.746747365887664
19464,159,264,5.29,25.0,29.55,41.166666666666664,20.660042081314202
18512,130,205,2.14,9.5,13.39,9.366666666666667,10.247496862612952
60522,39,35,1.09,23.31,26.36,8.0,19.426722742666136
25433,41,41,0.56,4.0,5.8,2.1,6.169209577596533
5092,95,135,2.44,10.5,14.0,11.916666666666666,10.89269303246704
16757,75,231,8.21,26.5,36.66,24.466666666666665,24.048432558524247
23233,75,43,1.1,10.0,11.8,15.316666666666666,9.98827416249106
61503,18,167,2.75,23.09,26.14,16.0,19.459035255619646
19023,75,48,3.1,13.0,19.85,15.15,13.797298999044825
61566,196,196,0.01,-10.8,-8.9,7.0,-4.242724246035015
17748,75,42,2.09,11.0,15.36,14.483333333333333,11.571791231509067
32981,244,60,0.0,18.2,19.0,24.183333333333334,14.279973976231254
21718,52,40,0.9,5.0,6.96,3.9,6.83739939839985
5533,75,74,1.39,6.0,7.3,3.7,7.1751261390869026
57681,85,91,2.66,17.94,20.99,14.0,15.683845298984107
12887,97,225,2.62,12.5,15.96,16.266666666666666,12.248950571162343
42000,47,94,1.99,23.21,26.26,10.0,19.358267042645707
71766,71,252,15.47,59.65,62.7,43.0,43.49891796075184
67441,182,168,5.06,21.26,24.31,21.0,17.47486863698912
69482,82,9,8.36,25.36,28.41,23.0,20.567856952727283
47269,61,130,11.31,41.05,44.1,39.0,31.141387640375378
48038,102,95,1.2,19.11,22.16,7.0,16.38195463750136
53634,167,168,2.54,14.55,17.6,18.0,13.096921898363101
5871,33,33,0.45,3.5,5.38,2.65,5.899336060591471
68192,127,143,7.76,34.08,37.13,16.0,26.217831740267833
17026,74,75,1.71,8.5,11.16,9.65,9.32721593972165
69162,65,76,8.13,30.99,34.04,51.0,24.420639680019114
21214,42,166,1.49,7.5,9.96,7.733333333333333,8.797547575839761
35370,74,170,5.13,19.5,23.05,23.816666666666666,16.997236378630845
35242,74,43,1.56,9.5,13.39,12.1,10.413527433117007
40201,129,144,6.98,24.5,31.05,25.7,21.117172340439865
26566,41,42,1.59,7.5,9.96,8.083333333333334,8.727683626970457
41976,61,61,1.08,16.73,19.78,12.0,14.976524156579492
28368,75,179,5.31,20.0,27.92,22.966666666666665,18.90186497974227
38234,41,239,2.4,11.5,15.56,13.666666666666666,12.073744448856562
42104,263,137,4.36,22.69,25.74,11.0,18.02321636492445
32269,244,208,9.35,26.5,27.8,17.333333333333332,20.05149600782054
6415,75,74,1.32,6.5,9.49,6.316666666666666,8.114715842570341
51319,242,168,6.81,27.27,30.32,24.0,21.177040636989815
26237,97,228,2.48,11.5,15.3,13.166666666666666,11.710126719511125
57039,76,61,3.52,19.71,20.67,20.0,16.12956150620873
74447,123,165,2.33,23.88,26.93,13.0,19.48761478759728
62031,164,159,7.36,35.49,38.54,40.0,26.988177463738488
26947,74,262,1.74,8.5,16.05,9.466666666666667,11.199215364522983
20990,75,239,2.34,10.0,16.86,10.833333333333334,11.926851642171274
38786,43,229,3.24,13.0,19.86,15.283333333333333,14.06028364835911
34676,95,28,1.6,7.0,8.8,5.033333333333333,7.896256255708067
27317,226,117,18.45,51.0,52.3,30.2,36.32416099170728
71561,43,74,1.43,20.65,23.7,11.0,17.66785890884162
9258,196,95,1.3,7.5,9.96,8.933333333333334,8.030370273245687
65629,254,244,9.17,39.95,43.0,35.0,29.57272953925488
28513,41,74,0.62,5.0,6.8,4.366666666666666,6.852023133738797
37742,65,189,1.7,10.5,12.3,14.416666666666666,10.454598574357075
15646,155,97,0.0,24.2,25.0,31.566666666666666,18.698732529222518
34667,75,151,1.27,8.0,9.8,9.9,8.72728173528866
26435,75,75,0.5,4.0,4.8,2.4,5.669879944701319
68380,61,17,1.92,16.73,19.78,10.0,14.950061447489478
51815,256,89,5.15,25.4,28.45,28.0,19.82392557845973
29515,97,181,0.8,6.5,8.3,7.166666666666667,7.647373114608733
15360,75,74,1.35,6.5,8.76,5.883333333333334,7.852043195688859
49542,97,45,2.48,22.95,26.0,9.0,18.921205525966354
68883,62,35,3.07,16.73,19.78,16.0,14.95617717344977
51453,95,95,1.89,12.39,15.44,7.0,11.959730968690689
63299,244,234,0.0,29.7,41.6,21.333333333333332,26.002815835298982
7711,75,42,1.45,7.0,7.8,7.266666666666667,7.638938930399887
60144,91,55,8.34,39.95,43.0,22.0,30.225898169147094
61534,181,25,1.52,12.89,15.94,10.0,11.844541272928353
32875,244,116,1.64,8.5,11.62,9.7,8.717638787968491
35149,42,24,2.73,10.5,11.8,10.733333333333333,10.283660354106203
13921,75,74,1.6,7.5,8.3,7.15,7.989666267548311
69220,18,69,3.11,23.21,26.26,21.0,19.479657437278327
46092,212,254,6.3,29.02,32.07,11.0,22.530087720032398
75483,69,43,3.85,24.32,27.37,15.0,19.959989354889814
19242,41,75,0.48,4.0,5.8,3.0,6.189655938889114
25235,248,167,1.8,10.0,11.0,12.6,8.961113355806203
2692,130,219,5.5,22.0,25.55,23.7,18.42067614077827
10605,196,95,0.0,6.0,8.16,7.65,6.927973844946197
53414,235,78,3.54,17.59,20.64,18.0,14.73832117669778
55507,197,170,11.04,40.06,43.11,41.0,29.869301343305054
5199,7,226,1.8,9.0,10.8,11.283333333333333,9.755251522920386
60133,243,208,6.27,32.95,36.0,11.0,24.962056685383374
26073,166,161,4.6,18.0,25.85,21.866666666666667,17.11181441373978
67170,243,42,3.48,21.01,24.06,13.0,16.94639140614214
70215,33,91,6.0,27.85,33.65,37.0,23.48800648491366
66864,197,37,6.49,25.56,31.57,18.0,21.241369611314134
70252,212,212,0.68,14.61,17.66,7.0,12.951467279116416
22455,25,33,0.8,5.5,6.93,5.633333333333334,7.1009868941644925
44215,95,193,8.06,25.21,28.26,37.0,20.517904444867483
21865,258,82,3.41,13.0,14.3,13.1,10.959802800761413
59857,76,262,19.05,36.93,46.1,29.0,30.620870426698907
43545,51,213,5.23,29.45,32.5,13.0,23.54792560280284
35784,75,234,5.59,18.5,26.46,16.85,17.95487788597307
5634,74,74,1.19,8.0,11.8,9.883333333333333,9.405332914371408
75398,47,235,1.77,12.62,15.67,11.0,12.422216492377562
74983,129,129,1.41,8.65,10.42,7.0,8.880147468351995
51759,247,31,6.29,23.21,26.26,17.0,18.379480388615708
13735,130,216,2.58,9.5,12.96,9.483333333333333,10.099385227494992
19686,74,42,1.06,6.0,7.3,5.866666666666666,7.160588424763464
39305,65,181,1.8,9.0,12.96,9.9,10.232556616345118
16999,75,74,1.8,9.5,10.3,11.9,9.315603661660301
40037,42,166,1.1,5.5,8.3,5.166666666666667,7.593951514814352
486,74,74,1.17,7.5,9.3,8.583333333333334,8.354197670698092
54160,146,145,0.78,16.83,19.88,5.0,14.693459659194131
41814,150,89,3.88,27.06,30.11,18.0,21.423128197586294
13827,116,236,4.19,14.0,16.8,12.733333333333333,12.923144413746996
14997,74,42,0.51,5.0,6.8,4.333333333333333,6.677534081042229
73832,242,240,0.0,20.8,23.85,24.0,16.930953415852407
15806,74,143,5.87,21.0,29.46,20.316666666666666,19.742193345474746
31212,95,196,1.86,7.5,9.96,7.5,8.566252213451087
43493,196,19,8.85,32.99,36.04,23.0,25.096017953430795
5597,74,41,0.9,6.5,7.3,7.283333333333333,7.311559495567116
72087,61,37,2.62,16.73,19.78,20.0,14.962085967722727
46011,131,9,2.03,18.61,21.66,9.0,15.862322134972748
48478,76,61,3.62,23.31,26.36,19.0,19.268284843062588
41365,244,74,3.49,25.95,29.0,12.0,20.23599748155479
66938,188,181,2.46,19.15,22.2,10.0,16.055604533853298
56674,29,55,2.2,13.34,16.39,13.0,12.875988444840134
59526,82,170,6.3,17.95,25.53,32.0,17.382090931459672
67309,17,177,3.05,20.06,23.11,18.0,17.460955859260054
62433,205,137,16.27,46.29,55.46,38.0,36.14423063114671
61882,71,225,3.07,22.45,25.5,18.0,18.820277812828763
47857,242,169,3.44,23.43,26.48,22.0,18.631853191426927
47794,36,217,3.2,14.89,17.94,20.0,13.968075316588221
69633,116,74,2.7,23.36,26.41,16.0,19.121077206046003
64213,22,14,1.82,18.68,21.73,9.0,16.42452009310927
54760,122,131,1.64,21.57,24.62,13.0,17.940417148324297
42312,69,182,3.77,27.27,30.32,15.0,21.99933672362556
11917,23,75,27.76,75.5,85.17,53.75,56.50834917681651
59583,76,177,3.93,17.19,26.36,20.0,17.482801591499285
38507,166,239,2.37,10.0,13.55,9.966666666666667,10.307726598762992
10031,193,168,7.18,22.0,26.05,16.35,18.27353463025356
62729,61,33,3.27,20.93,23.98,13.0,17.744148228750987
58347,179,75,6.09,23.33,32.5,29.0,21.007529486169318
43362,121,216,3.62,19.05,22.1,26.0,16.325547406202883
50476,39,248,21.21,58.93,68.1,32.0,45.37182675070198
25154,75,42,2.96,12.5,13.3,15.316666666666666,11.285263228916351
70257,235,174,5.07,17.59,20.64,12.0,14.796045612966813
49274,188,208,15.89,51.86,61.03,43.0,39.9596411865189
6209,42,42,1.3,8.5,9.3,12.766666666666667,8.788639181664571
6784,41,75,1.11,6.5,8.3,6.683333333333334,7.847076282142879
49732,74,213,6.31,25.28,28.33,16.0,20.675138795332686
7266,74,141,3.09,14.5,22.56,18.133333333333333,15.287771791800322
2918,74,42,1.37,8.5,9.3,9.416666666666666,8.638097250280868
71466,69,7,7.13,23.89,33.06,18.0,21.855383202483956
41774,61,61,1.2,16.73,19.78,10.0,14.976523714668053
36265,42,166,0.82,5.5,9.12,5.516666666666667,7.889009367654699
63622,117,155,8.39,33.77,39.11,23.0,26.89056969025983
61500,47,174,6.27,23.21,26.26,23.0,19.406359673337626
54782,97,49,1.04,19.15,22.2,8.0,16.40433380031461
75898,97,49,0.69,16.73,19.78,9.0,14.799949951159396
9654,166,238,1.2,6.5,13.26,6.733333333333333,9.141777333283947
20190,42,244,2.68,11.5,14.0,13.683333333333334,11.510718152901683
51120,51,185,3.07,18.96,22.01,12.0,16.576550124778898
39189,14,178,3.5,16.0,16.8,21.2,13.974407300962916
4623,75,236,1.16,10.5,14.05,15.266666666666667,11.065514406959377
61536,168,177,17.47,40.95,50.12,34.0,32.80208940944971
43294,197,155,11.39,48.85,51.9,34.0,35.68777781498269
14447,193,193,0.0,14.26,19.03,1.3,13.416288660788547
41416,51,148,17.42,66.83,76.0,42.0,50.49270770588028
35727,74,41,1.19,7.0,7.8,7.483333333333333,7.643042960272236
71630,41,151,1.96,19.64,22.69,13.0,17.053971383189946
20695,181,33,1.38,8.5,11.16,11.466666666666667,8.798586527966368
1519,66,249,3.68,14.0,21.06,15.3,14.699041441947955
29656,74,141,2.95,10.5,16.86,10.066666666666666,12.024192879134219
48777,56,95,2.74,19.06,22.11,12.0,16.565204168841706
38368,74,75,1.55,7.5,10.56,7.433333333333334,8.808177620554869
21102,75,74,1.12,6.0,7.3,5.416666666666667,7.175127133387639
22944,244,239,5.2,17.0,25.26,13.65,16.276331902713835
62864,242,242,0.91,28.59,31.64,9.0,22.096681793303617
72510,62,107,7.26,28.26,31.31,30.0,22.6434926194433
46708,82,192,4.09,22.34,25.39,11.0,18.675754047313674
39318,7,193,0.85,4.5,5.3,3.1,6.392224123349882
57084,23,206,6.74,36.45,39.5,21.0,28.316217979376887
33910,74,247,2.4,12.0,12.8,13.466666666666667,11.08176294082426
45992,76,81,20.15,51.14,60.31,45.0,39.93281155662543
17181,43,236,1.18,7.0,12.66,8.066666666666666,9.654895856129327
10992,74,75,1.44,6.5,9.49,6.15,8.120021182861464
29953,95,135,1.85,9.0,11.76,9.683333333333334,9.631970816898031
66784,38,197,8.74,27.61,27.91,16.0,21.390065644255785
64896,228,14,0.62,12.7,15.75,9.0,11.490857477823722
66791,179,112,3.72,20.83,25.13,18.0,17.6200160213586
25601,74,263,1.65,10.0,15.66,7.816666666666666,11.514200657321602
60045,225,43,8.93,46.15,49.2,38.0,33.69869468433363
47505,36,17,2.06,18.95,22.0,16.0,16.53946293942819
54006,236,89,15.18,46.63,49.68,44.0,33.99281044467856
35346,74,75,0.8,4.5,5.3,3.6166666666666667,6.006067799880549
22751,65,49,1.3,9.0,12.25,12.133333333333333,9.897703581956003
58404,83,82,0.94,15.45,18.5,6.0,14.037055320890037
38626,243,127,1.4,6.5,8.75,5.266666666666667,7.089972781057519
2683,116,220,5.7,17.5,19.8,10.516666666666667,15.05399620702556
27095,74,75,1.43,6.0,9.75,4.35,8.06200398520329
22714,65,97,0.9,6.0,9.35,7.15,7.97364543360086
48239,32,259,3.07,20.07,23.12,6.0,17.446330168765243
65095,42,76,18.0,61.63,70.8,50.0,47.04430872305492
47993,25,116,13.28,56.95,60.0,42.0,41.84352893834677
66920,225,37,4.84,26.83,29.88,22.0,20.886539274837524
22856,95,197,2.98,12.0,15.36,13.066666666666666,11.874053090867054
13939,244,116,0.78,4.5,5.3,1.9833333333333334,5.230970783524107
46614,188,89,0.74,7.0,7.3,5.0,6.955692244385965
68971,33,61,0.0,20.93,23.98,19.0,17.89272217250943
24346,97,17,1.16,5.0,10.3,4.416666666666667,7.8136848600593956
9017,65,225,2.8,13.5,17.16,17.95,13.13442572567949
73856,76,189,4.9,25.95,29.0,38.0,21.0954918892934
10296,65,71,4.55,17.5,21.96,19.683333333333334,15.981547201281971
3320,159,116,2.41,14.0,14.8,19.35,11.929047221896637
44722,130,65,13.82,48.42,51.47,29.466666666666665,35.663766856069756
43452,134,215,3.0,24.86,27.91,12.0,20.11564104909187
1202,166,151,1.5,6.5,7.3,6.183333333333334,6.944899013678937
38146,74,152,1.8,9.0,12.95,10.783333333333333,10.169179224548746
63952,51,166,12.53,39.7,42.75,24.0,30.315067958923706
1226,74,41,1.04,6.5,7.3,7.316666666666666,7.31155898000377
5443,41,41,0.39,4.0,5.3,2.9833333333333334,5.989297507470873
45476,62,181,3.09,22.45,25.5,16.0,18.836157969167488
75215,244,244,1.12,12.34,15.39,15.0,11.315227563786154
61103,89,165,0.82,27.07,32.87,11.0,22.751962023792665
11663,74,117,22.9,65.5,75.17,51.03333333333333,49.66400753467621
75265,225,76,5.14,23.31,26.36,37.0,18.57633990134572
46349,231,228,7.33,20.44,29.61,17.0,18.938921401468242
56320,123,26,3.65,20.52,23.57,24.0,17.176445535663973
69073,17,217,0.64,20.06,23.11,7.0,17.485018930414725
9840,95,201,18.57,50.0,54.09,31.966666666666665,37.33189811720963
29157,74,236,2.16,10.0,16.94,10.966666666666667,11.958538699017698
46329,26,165,3.12,22.91,25.96,25.0,19.300861333097075
15371,42,42,1.16,7.0,7.8,7.483333333333333,7.794186099254627
43684,39,39,1.03,15.43,18.48,3.0,14.204932148545497
45149,112,140,4.27,27.92,30.97,11.0,22.202717494975317
72292,193,7,0.88,7.0,8.76,4.0,7.408203563124655
15564,244,200,4.46,15.0,18.6,11.2,13.250157327730689
44976,83,196,2.36,25.21,28.26,14.0,20.576182627969075
46927,228,221,5.62,27.57,43.19,13.0,25.996674712541207
31391,42,41,0.9,5.0,7.25,3.283333333333333,6.989394390079765
76274,72,72,0.9,21.37,24.42,9.0,18.007567486137482
27086,17,72,3.29,16.5,18.3,24.483333333333334,14.587861097734375
69027,97,14,8.25,25.59,28.64,23.0,20.65278060784688
26959,65,97,1.1,7.5,11.6,10.033333333333333,9.237967339305385
48485,51,242,3.4,12.95,22.12,11.0,14.828513457500973
28054,65,25,0.43,4.5,5.3,4.35,6.018341263016456
37515,18,197,15.79,50.0,56.92,43.266666666666666,38.71004969762397
50500,198,10,6.06,43.45,46.5,28.0,32.01586360234954
