,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
67289,155,89,3.71,22.45,25.5,27.0,18.343319296022603
71757,78,208,5.28,26.21,29.26,12.0,21.269879335436563
28836,42,151,2.33,11.0,12.8,12.883333333333333,10.871431128586295
76017,189,90,5.89,21.04,29.62,20.0,19.23901013217577
25148,166,152,0.42,5.0,5.8,4.6,5.951050747811092
26549,116,166,1.9,8.5,9.3,7.85,8.515077359812516
59423,71,71,1.57,13.95,17.0,8.0,13.09243762655497
34267,41,41,0.0,7.2,8.0,7.116666666666666,7.930887256525871
39498,41,41,0.75,5.0,6.3,4.116666666666666,6.6522652470520836
63238,131,139,4.33,21.57,24.62,18.0,17.9028782356623
11785,33,97,1.01,6.5,7.3,6.866666666666666,7.53811648432416
49615,216,194,1135.92,50.62,59.79,17.0,38.993291995252214
19486,75,141,1.56,9.0,15.58,11.016666666666667,11.104201558981783
112,75,141,2.53,8.5,15.67,5.966666666666667,10.985010435683456
20249,42,41,1.38,7.5,8.3,8.0,8.125068466838922
67805,116,130,15.85,53.53,62.7,35.0,41.35861275610932
26987,244,75,5.84,22.5,24.3,26.366666666666667,17.49956516660255
6005,41,166,0.37,3.5,4.3,1.6833333333333333,5.553069715110486
57606,95,39,12.15,29.17,32.22,38.0,23.050638226717304
5629,42,74,0.9,5.5,7.0,5.466666666666667,7.070854590269688
66994,243,142,7.06,34.08,37.13,20.0,25.6715193963747
40638,48,3,15.58,50.17,53.22,30.0,37.17243527365445
22117,116,152,0.86,5.0,6.3,3.0,6.36618318863919
19281,75,74,1.28,8.0,11.76,9.833333333333334,9.386235139944418
65960,217,26,8.65,27.54,30.59,30.0,21.388253794996395
32850,43,143,2.68,13.5,18.16,21.383333333333333,13.548437858521163
30469,49,234,4.72,17.5,25.26,20.183333333333334,17.342262055850377
39630,74,128,6.0,20.0,20.8,16.9,16.313940972607973
45542,10,218,0.9,15.45,18.5,7.0,14.462262927838307
71605,75,75,1.04,16.58,19.63,8.0,14.819635930520066
26640,49,61,0.95,7.5,8.3,8.85,8.104166157304437
37148,65,61,3.08,15.0,18.96,19.016666666666666,14.138203706216425
55912,192,98,3.32,32.95,36.0,9.0,25.13584430206795
19625,74,42,1.4,9.5,11.3,12.9,9.660891597452265
55036,92,242,8.45,42.73,51.9,17.566666666666666,34.37883210618839
15713,152,237,3.9,18.0,21.55,23.816666666666666,15.676132759312257
3328,250,250,0.0,15.0,15.3,7.016666666666667,12.064591138729071
30392,41,74,0.69,5.0,5.8,4.616666666666666,6.492197483623395
137,70,82,2.4,11.5,14.75,14.183333333333334,11.551444769672106
15434,74,75,1.35,7.5,9.54,9.35,8.441156456893527
65818,173,95,4.52,19.06,22.11,18.0,16.014779619714602
53453,244,208,8.13,28.92,31.97,32.0,22.285580075234435
28620,75,262,1.39,7.5,15.67,9.183333333333334,10.754634904062668
17978,74,151,1.57,8.0,9.8,9.4,8.731985057810126
65426,174,254,2.56,20.07,23.12,13.0,16.775296595767347
65198,193,7,1.74,10.62,13.1,12.0,10.067222695015172
49286,82,166,7.03,24.05,37.38,27.0,23.49279012789875
4504,166,238,1.14,6.5,7.3,5.716666666666667,6.997218215930638
60147,52,263,10.44,29.19,35.24,22.0,24.480373954325238
12255,166,41,1.13,6.5,7.8,6.15,7.0586640331312145
61204,242,244,9.08,43.45,46.5,27.0,31.949574726893566
17507,97,63,5.98,26.5,27.3,40.86666666666667,20.47595007424693
34706,49,33,2.43,13.5,18.36,19.383333333333333,13.526028254561503
62547,213,213,0.52,14.61,17.66,2.0,12.947364795934103
41811,80,258,8.99,30.92,33.97,27.0,24.41310886116886
44861,82,7,4.26,21.45,24.5,20.0,17.97446029617939
36689,244,48,6.78,22.5,31.86,18.9,20.203605088638476
17890,166,237,3.4,16.0,22.61,22.183333333333334,15.385400188319187
17132,166,244,2.72,11.0,12.98,10.333333333333334,10.408775283718693
21942,75,42,2.0,7.5,8.8,6.216666666666667,8.150334133797088
13930,74,239,3.7,14.0,21.05,17.283333333333335,14.651794146947216
46784,175,185,0.0,36.7,45.87,16.0,29.956415064918538
18001,41,262,2.69,11.0,15.55,12.3,11.932404453247152
28298,95,175,7.36,21.0,27.36,12.233333333333333,18.907004918085505
18315,42,42,2.85,16.0,16.3,19.783333333333335,13.580988767341411
13389,166,238,1.34,7.0,11.0,6.816666666666666,8.480143267537272
48263,167,42,2.7,20.34,23.39,16.0,16.859741479609916
24483,25,61,2.54,12.0,12.8,13.8,11.200427351099272
45957,169,60,2.76,15.45,18.5,16.0,13.619238062906119
24282,75,263,1.2,7.0,12.05,7.083333333333333,9.301097201919278
61514,95,219,7.62,29.56,32.61,23.0,23.417456726796928
56365,18,51,9.98,24.62,27.67,21.0,20.403594131698377
40749,56,247,12.3,26.71,35.88,25.0,23.930419659156435
17032,116,113,8.0,27.5,31.05,26.566666666666666,22.069115156061393
5058,52,181,1.28,9.5,13.56,14.35,10.661183158086647
16503,74,236,2.05,10.5,17.55,12.833333333333334,12.329604429917657
7501,41,75,1.63,8.5,9.3,9.55,8.813187105490636
29789,166,116,1.54,8.0,8.8,8.733333333333333,7.91830504276096
32665,70,260,2.59,10.5,11.3,11.683333333333334,10.113943966090595
18187,42,247,1.47,8.5,9.8,9.4,9.091829006802463
58953,75,166,2.56,22.45,25.5,16.0,18.765982042504703
62963,244,229,8.24,30.2,33.25,30.0,23.146808526705293
20035,7,140,3.22,12.5,20.55,13.75,14.272830202710296
41189,226,260,1.62,16.83,19.88,12.0,14.38625819559633
42522,35,97,5.13,20.93,23.98,30.0,17.904943202685253
75588,21,210,3.73,21.61,24.66,16.0,18.489582408916505
65178,174,259,2.25,20.07,23.12,15.0,16.77830451188439
10958,41,116,1.78,7.5,8.3,7.283333333333333,8.174873038788256
33582,75,243,6.93,23.0,31.59,20.866666666666667,21.170335936507946
51922,74,80,10.41,28.8,37.97,36.0,25.13092600565262
44886,247,235,2.32,18.95,22.0,11.0,15.677923190384723
2696,75,42,2.4,11.0,11.8,10.616666666666667,10.29081169319644
20516,244,116,0.5,4.5,6.36,3.0833333333333335,5.612386730524551
25636,7,211,6.0,20.5,25.05,23.566666666666666,18.35987981252887
24817,166,244,2.54,12.0,16.64,14.433333333333334,12.0288805555091
47016,76,14,14.33,36.67,39.72,23.0,28.097248434664692
42319,81,119,11.39,27.27,30.32,19.0,21.90497017579103
32499,95,130,2.6,10.0,12.96,8.8,10.363895424221319
36847,74,75,1.38,7.0,9.36,7.25,8.224815939304698
598,181,181,0.58,4.5,5.8,4.333333333333333,5.746351204776451
11924,82,95,1.2,7.0,7.8,7.333333333333333,7.637880669780704
56145,178,26,1.47,12.82,15.87,9.0,11.812848259288721
71478,222,148,8.97,36.15,39.2,36.0,27.1462594305371
69382,257,232,8.65,33.83,43.0,19.0,27.69616263482567
39746,197,97,16.33,46.5,47.3,33.916666666666664,33.285296602374494
6438,130,215,1.42,6.5,8.76,6.483333333333333,7.678090477656009
68720,52,225,3.82,20.93,23.98,22.0,17.901946190303878
28728,75,238,1.25,6.5,13.71,5.466666666666667,9.731801460010137
34035,52,195,1.89,8.0,11.44,9.016666666666667,9.452054539118278
59126,55,168,24.86,85.45,88.5,46.0,60.62824229131349
4179,74,238,3.66,14.0,21.06,16.4,14.654791193271867
65838,40,170,6.44,24.39,34.82,27.0,22.874699511282117
31760,7,226,1.59,7.5,8.3,8.35,8.40097330595838
4413,74,75,1.65,8.5,13.3,10.55,10.097242500271552
57495,78,78,0.71,13.17,16.22,6.0,12.546603415857883
25572,244,141,6.92,25.0,29.55,26.8,20.186193105171085
17502,181,188,2.8,14.0,19.2,18.516666666666666,13.45207766433138
62595,174,159,9.15,23.73,24.03,34.0,18.155090561863872
67483,188,77,4.09,25.95,29.0,20.0,20.501247265508646
16802,82,37,7.03,19.2,20.0,47.56666666666667,15.691203212754482
6790,166,43,2.01,10.0,18.19,10.7,11.859452184036071
43049,130,76,7.58,30.91,33.96,22.0,24.061816405717174
68955,153,220,1.12,25.95,29.0,7.0,20.751906909376288
72766,225,37,1.01,20.06,23.11,7.0,16.398252806991486
47786,173,82,1.94,15.89,18.94,12.0,13.905359570027834
60921,42,28,13.42,39.88,51.8,19.0,33.5854032123266
14755,19,213,0.0,32.2,39.12,20.816666666666666,26.914175734327642
76353,74,75,0.78,16.58,19.63,8.0,14.824341315294914
29894,41,75,1.23,8.0,11.0,9.866666666666667,9.273319909005206
42251,74,24,2.62,13.8,16.85,14.0,12.950611437714924
73044,134,134,0.89,11.95,15.0,4.0,11.50800843904215
69410,242,248,2.41,22.79,25.84,15.0,18.25506381999557
72234,164,112,5.23,34.21,37.26,33.0,26.111321223645213
58550,152,132,18.58,51.62,62.93,33.0,40.69420145446833
57128,42,31,9.81,29.94,32.99,19.0,23.805656831966687
72574,215,168,14.91,48.87,58.04,32.0,37.82629355696723
37630,130,130,0.14,3.0,3.8,1.6666666666666667,4.781243223254043
12054,52,40,0.77,4.5,6.62,3.65,6.563487407252875
38671,74,41,1.22,6.5,7.3,6.583333333333333,7.311558317136613
29642,25,52,0.85,6.0,8.16,6.383333333333334,7.706569522243588
73880,77,61,2.48,23.31,26.36,16.0,19.26358461392119
34937,41,127,4.55,15.5,20.76,15.816666666666666,15.09005151425935
24334,41,42,1.4,6.5,7.8,5.15,7.647317806240914
21420,7,179,0.51,4.5,5.3,3.7666666666666666,6.38380640679731
28405,76,35,0.0,12.2,13.0,25.083333333333332,11.077469498186291
2795,244,238,4.61,17.5,27.37,15.816666666666666,17.18653613485764
16316,166,166,0.7,5.5,6.8,5.633333333333334,6.470865914144012
64052,225,97,3.25,20.93,23.98,20.0,17.011108938952397
32195,43,237,1.96,8.5,15.01,7.65,10.955799520064435
18048,244,74,5.33,17.0,21.55,13.283333333333333,14.842155659506021
1729,74,194,1.58,7.0,17.3,6.716666666666667,11.15339005131279
3860,42,41,0.71,5.5,7.3,5.0,7.158958195880461
31510,244,220,4.51,17.5,25.1,17.166666666666668,16.358908474274635
70489,200,191,20.32,66.83,76.0,34.0,49.81759561945183
51016,82,193,4.62,21.63,22.93,17.0,17.5759509774826
45015,181,188,3.09,21.64,24.69,19.0,17.743535661871846
27708,65,62,2.94,14.5,15.3,19.866666666666667,12.67027280424992
27559,24,107,6.4,22.5,29.55,23.933333333333334,20.442863776995175
16151,74,142,4.54,23.0,26.55,33.233333333333334,19.300792342696468
36231,33,181,2.95,14.0,15.8,19.033333333333335,12.920716534099308
26710,191,191,1.13,10.5,11.3,14.816666666666666,9.503220151099674
72561,223,140,5.39,22.58,25.63,33.0,18.140267131376596
61219,225,71,3.1,18.62,24.42,24.0,16.453535551915614
65065,244,60,4.99,24.52,27.57,23.0,19.27952722562562
65192,131,157,8.35,34.02,37.07,21.0,26.167652683052395
65347,217,240,17.78,50.71,59.88,27.0,39.080034766479
43551,51,51,0.76,14.13,17.18,8.0,13.293836489165272
68419,47,216,15.35,38.64,49.94,24.0,32.629755305848896
27654,166,75,2.6,11.5,14.75,13.9,11.095609528029454
32194,43,236,0.77,4.0,10.26,2.25,7.881885405447065
31777,166,127,6.0,19.0,19.8,17.166666666666668,15.217563240784107
26371,95,197,3.4,14.5,15.3,17.183333333333334,12.61032120309149
42484,71,89,0.9,13.95,17.0,8.0,13.103264482138812
15126,236,50,3.93,15.0,25.55,15.733333333333333,15.698377939251335
73781,205,61,11.16,49.35,52.4,49.0,35.92510041540199
53072,181,97,1.34,19.15,22.2,14.0,16.038025837650615
58870,226,212,11.61,40.03,49.2,21.0,31.940370087551784
59397,85,91,2.36,17.94,20.99,12.0,15.683846403762702
70028,94,254,3.14,25.95,29.0,20.0,21.049906747922435
60446,181,61,2.63,18.95,22.0,14.0,15.883778497549592
74105,24,247,3.83,22.71,28.51,22.0,20.21650469091407
71430,165,123,1.44,17.51,20.56,9.0,15.0416622665396
53808,225,147,18.89,44.34,53.51,39.0,34.763356308405406
53571,243,235,1.5,19.93,22.98,13.0,16.34645360332236
56624,181,22,4.72,23.65,26.7,21.0,18.976272566710897
35371,75,107,6.3,21.0,24.55,23.716666666666665,17.949095881810123
54940,97,25,1.03,20.93,23.98,10.0,17.569986255742233
70626,26,76,6.7,30.4,33.45,52.0,24.21296586229674
28104,42,75,2.0,10.5,11.3,12.7,10.134419446261358
47257,155,72,3.14,18.95,22.0,14.0,16.012706633155112
44130,71,257,3.78,21.64,24.69,21.0,18.302513612160467
18580,41,143,2.63,12.0,15.55,15.1,12.163987113787325
1402,235,48,0.0,28.2,29.0,27.433333333333334,20.94478821625711
42462,61,61,0.91,16.73,19.78,5.0,14.976524782620697
16653,24,239,1.79,8.0,12.05,7.016666666666667,9.829731976813106
33890,130,122,1.06,6.5,7.3,5.75,7.096820724650702
70526,212,212,1.0,14.61,17.66,6.0,12.951466100685913
7122,74,75,1.39,6.0,6.8,4.783333333333333,7.0005192251226
24135,75,238,1.26,7.0,12.55,7.2,9.465975804567957
27502,152,168,5.8,28.5,29.3,41.61666666666667,21.606287631004015
63149,61,140,9.58,34.62,37.67,33.0,26.884516470311432
34822,74,24,1.98,9.0,13.5,10.833333333333334,10.290109099945308
6538,25,79,3.42,14.0,22.26,15.733333333333333,15.221484056101042
22652,74,41,1.92,10.5,13.56,13.4,10.776637387256224
48622,235,208,6.5,26.21,29.26,27.0,20.531279756560302
49388,169,74,6.76,32.95,36.0,32.0,25.229600944181534
68410,91,149,2.64,16.3,19.35,17.0,14.603228126063092
19665,244,143,5.9,18.5,27.06,14.366666666666667,17.321000469930645
15882,226,145,2.47,12.0,12.8,15.766666666666667,10.305351533378072
34288,42,213,6.1,19.5,20.3,17.083333333333332,16.184112912005098
11017,95,160,1.81,8.5,11.62,8.966666666666667,9.44505744534669
5463,152,152,0.37,4.5,5.8,3.8666666666666667,5.865341077650848
22203,74,75,1.7,8.5,11.6,9.033333333333333,9.485539149174446
44622,82,252,6.49,36.45,39.5,17.0,28.06632001483691
27316,74,42,1.3,7.0,8.3,6.116666666666666,7.823556606256115
53980,10,170,15.42,48.18,57.35,39.0,38.334453330093915
15430,75,263,2.4,12.5,18.0,16.466666666666665,13.109344068590469
21041,129,129,0.6,5.0,6.3,5.183333333333334,6.291195428455678
67451,24,35,18.68,33.87,43.04,43.0,28.700309106129765
2424,41,75,2.0,9.0,9.8,9.583333333333334,9.14467027558813
3474,255,112,0.99,6.0,8.16,5.483333333333333,6.66063202181556
16840,152,200,8.7,25.5,31.3,17.666666666666668,21.435740074079604
9538,130,139,5.04,19.5,25.56,24.916666666666668,17.61830851404107
14895,33,249,3.94,17.0,21.55,20.35,15.940032046564188
35148,74,41,1.49,6.5,9.75,5.366666666666666,8.193129534053513
29107,166,41,1.13,6.5,8.76,5.7,7.404096409771595
67192,69,43,3.68,24.32,27.37,16.0,19.95998998093102
56628,155,91,0.82,11.45,14.5,4.0,11.051872930057282
65727,82,82,0.67,15.89,18.94,5.0,14.33346713122967
14615,74,75,1.28,7.5,8.3,8.666666666666666,7.994973228181376
62703,242,185,1.74,18.59,21.64,10.0,15.432710854151802
16035,7,7,0.87,5.5,6.3,4.85,6.9433411031487475
19579,95,95,0.39,4.5,8.19,4.266666666666667,6.95919881833775
16960,42,42,0.66,4.5,5.3,2.7666666666666666,6.1367652772634695
17694,41,152,1.51,8.0,10.56,7.883333333333334,9.161300032744073
26234,227,197,23.94,70.0,70.8,54.766666666666666,48.784044283986944
57589,208,173,8.18,33.5,42.67,15.0,27.672421572547037
15462,74,75,1.36,8.0,11.44,10.35,9.27639650199256
53769,26,91,3.42,19.93,22.98,23.0,17.280712150893308
31543,41,166,0.87,6.5,7.3,6.933333333333334,7.541975069759406
43710,225,87,5.97,26.16,29.21,26.0,20.47241358486834
37067,42,74,0.8,4.5,5.3,3.45,6.156008118580083
32503,116,43,4.57,16.5,22.05,17.15,15.454024010385101
76067,26,157,13.29,39.45,42.5,24.0,30.26152138220148
3395,74,41,0.81,7.0,7.8,8.283333333333333,7.643044359658458
35938,65,89,3.5,15.0,15.8,18.583333333333332,13.017991857021768
62393,244,196,13.87,36.67,45.84,30.0,29.61848433558506
68033,20,242,2.76,20.8,23.85,10.0,17.97652882230841
23210,41,162,4.42,16.5,21.05,20.3,15.518592451342775
37805,166,75,1.77,10.5,12.3,14.85,9.910896700384138
19573,69,248,0.0,17.2,18.0,19.816666666666666,14.553334410096591
33020,75,236,1.41,7.0,10.3,6.5,8.65516540962277
17031,152,244,1.3,8.0,8.8,8.266666666666667,8.061141336304559
46084,173,82,1.11,15.45,18.5,8.0,13.613656237843117
31999,75,263,1.44,8.0,14.43,9.15,10.460624424832474
15746,41,151,1.29,6.0,8.5,5.583333333333333,7.8131718338414675
59429,22,26,1.99,16.73,19.78,14.0,15.138946048532771
61005,17,61,1.09,13.98,19.78,6.0,14.349873820256388
67240,242,42,9.05,19.99,35.28,30.0,20.679109676929272
2450,97,62,2.7,13.0,17.15,15.866666666666667,12.730693480815468
27554,226,18,15.06,48.5,55.42,46.11666666666667,36.6294353819848
22785,97,225,2.74,15.0,20.16,21.3,14.518075959507062
46802,243,243,0.43,12.5,15.55,4.0,11.425408227624976
49691,28,135,1.07,20.65,23.7,4.0,17.775109293129308
66960,33,97,1.72,20.93,23.98,9.0,17.91436461493543
8902,33,202,0.0,28.2,29.0,38.916666666666664,21.987691185854736
41082,191,131,1.02,21.47,24.52,5.0,17.549517041297463
545,75,213,6.1,19.5,21.3,18.866666666666667,16.388692203436733
24734,151,143,0.0,12.2,13.0,9.733333333333333,10.789583780151386
30331,75,231,7.93,28.5,38.46,32.416666666666664,25.302406641815246
1999,65,189,2.0,11.0,14.15,13.866666666666667,11.271846281886775
14309,74,151,2.12,11.5,14.76,15.666666666666666,11.577719833794289
31741,75,142,2.1,9.5,13.05,9.75,10.34601451916937
59734,186,159,8.87,35.49,38.54,23.0,26.884674502418157
27415,166,50,3.12,14.5,20.05,18.816666666666666,13.89707933883158
52336,17,137,6.6,28.26,31.31,20.0,22.873234925534035
49826,159,229,6.62,32.95,36.0,20.0,25.369855742632815
11970,243,127,1.7,8.5,11.1,9.383333333333333,8.541848694226783
1434,97,14,5.3,19.5,23.8,20.65,17.06509160414868
59304,72,140,14.79,35.56,44.73,37.0,29.65807090616812
13034,123,55,1.8,9.0,119.8,12.183333333333334,48.32767403216226
26836,116,166,1.25,8.5,10.3,11.25,8.874905145833207
62649,17,134,7.65,28.17,33.97,30.0,23.801279607140813
54703,81,51,1.74,22.49,25.54,9.0,18.695121447257755
51988,7,7,0.62,11.95,15.0,8.0,12.029099627833618
61028,210,181,8.24,29.54,35.34,28.0,23.829854265397024
70630,106,188,2.89,21.64,24.69,20.0,18.09636844589567
31517,223,70,1.9,7.5,8.3,3.9,7.291004502750322
31327,75,74,1.02,5.5,6.3,3.6,6.663730272822543
73964,254,159,8.71,31.31,34.36,20.0,23.793563342210184
4725,41,151,0.82,5.5,6.3,5.15,6.869985865036165
28282,75,74,0.7,5.5,7.3,5.2,7.023556843586776
27183,42,168,2.03,9.5,10.8,10.65,9.707288972567213
62890,259,236,12.6,39.37,48.54,35.0,31.361993275432035
8814,101,260,14.41,46.5,50.05,48.483333333333334,34.82446937178865
52576,239,137,5.22,24.08,27.13,29.0,19.057646453882576
69974,81,225,19.3,51.76,60.93,51.0,40.406928476786575
27263,75,164,3.38,12.0,17.05,10.866666666666667,12.556400365091742
37202,244,116,1.92,8.0,8.8,6.95,7.551358313969785
55831,71,76,2.77,23.83,26.88,15.0,19.645574347270482
11495,74,41,1.2,6.5,8.75,6.366666666666666,7.833305209672427
23165,152,247,1.96,10.0,10.8,11.833333333333334,9.388881101130195
42499,131,260,10.39,48.85,51.9,23.0,36.061415964144565
70245,49,177,2.89,22.45,25.5,15.0,18.89491084097738
13237,65,17,2.3,12.0,17.25,16.733333333333334,12.587014523094764
568,41,42,1.29,6.5,9.36,5.883333333333334,8.208645823367018
73315,200,226,16.92,56.23,65.4,36.0,42.81118346951879
56958,223,146,3.1,16.83,19.88,19.0,14.331811568370593
28816,42,247,1.97,9.0,10.3,9.216666666666667,9.423311698162564
45759,76,14,14.13,36.67,39.72,24.0,28.097249171183755
39214,82,102,2.0,10.5,11.3,12.283333333333333,9.962478936626283
21013,134,132,5.08,16.0,19.0,9.983333333333333,14.173823744073953
44638,119,119,0.48,14.55,17.6,6.0,13.293275604690077
21898,74,236,2.01,9.0,15.66,8.783333333333333,11.194819076238025
28177,42,74,0.89,6.5,8.76,7.616666666666666,8.007290990584803
13619,43,237,1.6,6.5,10.55,4.783333333333333,8.744692250026723
47342,177,35,1.67,16.73,19.78,12.0,14.41517318957592
45687,137,126,8.38,52.15,55.2,19.0,38.1404131609672
28656,42,164,4.6,16.5,21.05,17.466666666666665,15.515090070980552
28343,168,3,0.0,20.2,21.0,40.35,15.929171352224708
33628,75,238,1.2,6.5,12.66,6.266666666666667,9.353984982189488
34972,41,168,2.14,10.0,11.8,11.15,10.223390223606419
39683,75,74,0.8,4.5,6.8,2.0,6.540500106178581
14585,95,197,2.1,9.0,9.8,8.283333333333333,8.963996131230008
35820,226,164,4.0,15.5,35.17,16.816666666666666,19.427068524096526
36990,166,43,1.54,8.0,11.55,8.533333333333333,8.863925963796312
76163,134,260,9.58,29.05,34.85,24.0,23.910038000816904
66388,250,242,2.18,18.59,21.64,10.0,15.429351044851778
56169,92,28,0.0,36.45,39.5,23.0,27.88459614372021
67337,11,67,1.71,19.73,22.78,6.0,17.204258526909186
49333,82,38,11.36,36.62,39.67,45.0,28.05031687256661
4450,166,244,2.36,10.5,14.69,11.683333333333334,10.87250619385279
9641,95,28,1.98,8.5,10.3,7.55,8.890708454295137
62470,82,189,7.98,30.06,30.36,43.0,22.802537012628484
22080,42,236,2.76,11.0,17.46,11.366666666666667,12.599331040057875
72624,37,160,3.05,33.09,36.14,16.0,25.995131200977625
71370,141,119,6.79,32.52,35.57,23.0,25.10330907063222
57375,62,231,4.69,25.93,28.98,20.0,21.17335216943794
14471,75,74,1.0,6.0,8.3,5.816666666666666,7.534952967632808
62330,156,26,12.26,48.13,57.3,42.0,37.52787502206028
41240,61,61,0.58,26.73,29.78,30.0,21.606216651032426
4843,95,102,1.36,8.5,11.16,9.383333333333333,9.244660837696145
63900,136,225,0.0,71.83,81.0,33.0,53.45404519025543
45003,244,238,4.6,15.5,23.06,11.583333333333334,15.029401384761625
56870,21,165,3.25,22.45,25.5,19.0,19.01941722081486
12755,65,231,3.2,13.0,16.55,16.4,12.76696705624188
62900,71,140,13.58,50.83,60.0,46.0,39.78631741677662
54530,260,95,0.0,25.21,28.26,16.0,19.68277084163043
5540,41,167,3.58,15.0,15.3,15.166666666666666,12.997890803843699
56901,203,10,3.79,18.58,21.63,17.0,15.504309170943444
75682,220,74,7.88,29.44,35.29,13.0,23.67016070664848
5035,181,61,2.34,13.0,14.8,17.916666666666668,11.489331886457688
33043,33,181,2.39,11.0,11.8,14.7,10.571986008072377
18078,95,197,2.63,12.0,16.56,14.516666666666667,12.305844850575891
33840,75,237,2.41,12.0,18.66,15.466666666666667,13.179621726748913
12491,75,75,1.04,7.0,7.8,7.933333333333334,7.658785152046426
54187,127,241,3.32,20.98,24.03,13.0,17.59188611580253
26252,42,140,4.52,19.0,25.0,27.316666666666666,17.679827330100935
70422,10,139,2.88,21.57,24.62,15.0,18.4721192787332
16009,14,80,11.59,32.5,33.3,26.666666666666668,24.854434306028082
58710,222,216,4.75,33.06,36.11,11.0,25.13859269263429
3734,74,79,6.82,22.5,32.46,20.95,21.237894819723152
55148,37,37,1.09,20.06,23.11,11.0,17.282684844795796
24303,174,81,0.0,12.2,13.0,16.833333333333332,10.644097948295009
34403,33,17,2.54,16.5,17.3,26.033333333333335,14.119693110908694
7254,75,41,1.96,9.0,11.76,9.816666666666666,9.669531596978938
560,74,166,1.66,9.0,9.8,10.316666666666666,9.044148722895825
66225,75,168,2.58,24.32,27.37,11.0,20.006936830797827
66509,250,159,4.45,25.95,29.0,33.0,20.258882549175283
23445,41,43,2.39,13.0,16.56,23.15,12.770419826599198
69270,95,76,9.29,29.17,32.22,36.0,23.072898890332375
41003,188,61,1.66,21.37,24.42,9.0,17.455236216630187
62423,149,195,14.13,34.67,43.84,36.0,28.738864486082754
39316,244,42,1.61,8.5,9.3,9.833333333333334,7.838343725447196
59963,242,51,2.37,18.96,22.01,9.0,15.597425531348673
4916,130,123,14.53,42.5,43.3,32.31666666666667,30.964258826353188
13678,75,262,2.1,9.5,17.6,10.25,12.055382642587682
67334,210,188,4.54,25.95,29.0,19.0,20.46449860191671
2736,152,166,1.1,5.5,6.93,3.8,6.583503724310157
69929,39,91,2.16,23.79,26.84,8.0,19.778619828180524
68667,177,198,2.06,18.95,22.0,18.0,15.9849839274715
14482,74,41,1.54,10.0,10.8,13.15,9.631948867310456
44416,169,69,1.18,15.45,18.5,10.0,13.624656075529217
29914,244,142,7.41,26.0,36.94,22.333333333333332,23.149045977929937
41144,223,7,1.72,7.69,9.39,8.0,7.70292678227037
32996,41,75,1.36,8.0,8.8,8.783333333333333,8.48170356713361
11983,130,139,5.11,18.5,23.16,19.733333333333334,16.451583641676645
19011,75,239,2.69,14.5,21.66,19.533333333333335,15.018158764882902
18955,260,263,6.01,24.5,28.05,33.016666666666666,19.492980992645165
34661,97,90,4.58,18.0,24.81,21.433333333333334,17.01950536499158
29098,74,41,1.13,6.5,7.3,6.316666666666666,7.311558648570192
54150,76,72,3.67,23.83,26.88,17.0,19.61964347682438
27222,41,41,0.31,3.5,4.8,2.0833333333333335,5.6578132694207355
35983,75,74,0.9,6.0,6.8,7.683333333333334,6.995215247391746
11912,244,74,3.12,11.5,12.3,9.483333333333333,9.846488717554799
73058,14,49,10.13,31.09,34.14,34.0,24.710618431295792
32092,74,75,1.43,7.5,11.16,8.183333333333334,9.024073297866543
60861,62,25,4.02,18.18,23.98,20.0,16.900985099584496
6029,14,33,0.0,22.2,23.0,23.083333333333332,17.9976319341405
60919,136,242,4.86,20.68,26.48,26.0,18.34077106313076
41490,61,17,2.38,18.95,22.0,11.0,16.4218510784961
24368,75,238,1.77,7.0,8.3,6.216666666666667,7.936716009025992
60665,254,24,13.14,40.78,43.83,27.0,29.990681165013626
71566,217,26,7.91,23.82,26.87,27.0,18.922011597143168
48697,74,216,13.49,35.42,44.59,41.0,29.60155414238764
49671,210,29,1.49,13.34,16.39,11.0,12.008854490706353
4890,33,247,0.0,38.2,39.0,37.516666666666666,28.644442809622447
11081,25,17,2.66,12.5,13.3,16.166666666666668,11.505451826135655
54217,188,33,3.92,20.93,23.98,23.0,17.14668356795596
56327,200,203,23.85,58.92,68.09,41.0,44.58071357207451
29346,41,166,0.91,5.0,6.96,4.1,6.964918779589429
9389,41,151,1.53,9.0,9.8,10.4,9.19037497899783
50369,108,76,11.91,32.96,36.01,27.0,25.52438444457765
20042,196,223,6.14,19.0,19.8,13.083333333333334,15.134159976858731
32716,243,17,15.24,49.0,55.92,45.1,36.88034263277182
73611,60,168,2.71,12.54,15.66,16.0,12.292914949607841
27268,43,116,4.13,15.5,21.0,17.216666666666665,15.160387396581868
27492,122,130,2.02,8.5,9.3,7.25,8.465201577610745
32152,74,229,3.5,13.0,21.06,13.683333333333334,14.346235915382833
28992,75,74,1.3,6.5,7.3,5.3,7.32669830701138
36955,258,258,0.0,4.5,5.3,4.816666666666666,5.250504069902383
36017,95,130,2.93,13.0,13.8,15.516666666666667,11.575578557470589
46795,39,91,1.86,23.83,26.88,9.0,19.80513969557174
66223,248,242,2.22,22.79,25.84,12.0,18.223229826473307
55438,135,17,10.59,33.97,37.02,22.0,26.031488585223023
47542,89,85,2.23,19.82,22.87,15.0,16.90780288667804
33417,166,152,1.1,6.0,7.8,5.916666666666667,6.9738427012955295
48582,92,92,1.02,19.34,22.39,9.0,16.579678393684226
